file,label
8212.wav,fake
8213.wav,real
8214.wav,real
8215.wav,real
8216.wav,real
8217.wav,real
8218.wav,fake
8219.wav,fake
8220.wav,real
8221.wav,real
8222.wav,fake
8223.wav,fake
8224.wav,real
8225.wav,real
8226.wav,real
8227.wav,fake
8228.wav,real
8229.wav,real
8230.wav,real
8231.wav,real
8232.wav,real
8233.wav,real
8234.wav,real
8235.wav,fake
8236.wav,real
8237.wav,real
8238.wav,fake
8239.wav,real
8240.wav,real
8241.wav,fake
8242.wav,real
8243.wav,real
8244.wav,fake
8245.wav,real
8246.wav,real
8247.wav,real
8248.wav,real
8249.wav,fake
8250.wav,fake
8251.wav,real
8252.wav,real
8253.wav,real
8254.wav,fake
8255.wav,real
8256.wav,real
8257.wav,real
8258.wav,fake
8259.wav,real
8260.wav,real
8261.wav,real
8262.wav,real
8263.wav,fake
8264.wav,fake
8265.wav,real
8266.wav,fake
8267.wav,fake
8268.wav,real
8269.wav,fake
8270.wav,real
8271.wav,fake
8272.wav,real
8273.wav,real
8274.wav,real
8275.wav,fake
8276.wav,real
8277.wav,fake
8278.wav,fake
8279.wav,real
8280.wav,real
8281.wav,fake
8282.wav,real
8283.wav,fake
8284.wav,fake
8285.wav,fake
8286.wav,real
8287.wav,real
8288.wav,fake
8289.wav,fake
8290.wav,real
8291.wav,real
8292.wav,real
8293.wav,fake
8294.wav,fake
8295.wav,fake
8296.wav,fake
8297.wav,real
8298.wav,real
8299.wav,real
8300.wav,real
8301.wav,fake
8302.wav,real
8303.wav,real
8304.wav,real
8305.wav,fake
8306.wav,real
8307.wav,real
8308.wav,fake
8309.wav,real
8310.wav,real
8311.wav,fake
8312.wav,fake
8313.wav,real
8314.wav,fake
8315.wav,fake
8316.wav,real
8317.wav,real
8318.wav,real
8319.wav,real
8320.wav,fake
8321.wav,real
8322.wav,real
8323.wav,fake
8324.wav,real
8325.wav,real
8326.wav,fake
8327.wav,real
8328.wav,real
8329.wav,fake
8330.wav,real
8331.wav,fake
8332.wav,real
8333.wav,real
8334.wav,real
8335.wav,real
8336.wav,fake
8337.wav,real
8338.wav,real
8339.wav,real
8340.wav,real
8341.wav,fake
8342.wav,real
8343.wav,real
8344.wav,real
8345.wav,fake
8346.wav,fake
8347.wav,real
8348.wav,fake
8349.wav,real
8350.wav,real
8351.wav,real
8352.wav,fake
8353.wav,fake
8354.wav,fake
8355.wav,real
8356.wav,real
8357.wav,real
8358.wav,real
8359.wav,fake
8360.wav,real
8361.wav,real
8362.wav,real
8363.wav,real
8364.wav,real
8365.wav,real
8366.wav,fake
8367.wav,fake
8368.wav,real
8369.wav,fake
8370.wav,real
8371.wav,real
8372.wav,real
8373.wav,fake
8374.wav,fake
8375.wav,real
8376.wav,real
8377.wav,fake
8378.wav,fake
8379.wav,real
8380.wav,real
8381.wav,real
8382.wav,real
8383.wav,fake
8384.wav,fake
8385.wav,real
8386.wav,fake
8387.wav,fake
8388.wav,fake
8389.wav,fake
8390.wav,real
8391.wav,real
8392.wav,real
8393.wav,real
8394.wav,fake
8395.wav,fake
8396.wav,real
8397.wav,real
8398.wav,real
8399.wav,fake
8400.wav,real
8401.wav,fake
8402.wav,fake
8403.wav,real
8404.wav,fake
8405.wav,fake
8406.wav,real
8407.wav,fake
8408.wav,real
8409.wav,real
8410.wav,real
8411.wav,fake
8412.wav,real
8413.wav,real
8414.wav,fake
8415.wav,real
8416.wav,fake
8417.wav,fake
8418.wav,fake
8419.wav,fake
8420.wav,real
8421.wav,real
8422.wav,real
8423.wav,real
8424.wav,fake
8425.wav,real
8426.wav,fake
8427.wav,fake
8428.wav,real
8429.wav,fake
8430.wav,fake
8431.wav,real
8432.wav,fake
8433.wav,real
8434.wav,real
8435.wav,real
8436.wav,real
8437.wav,real
8438.wav,real
8439.wav,fake
8440.wav,real
8441.wav,real
8442.wav,real
8443.wav,real
8444.wav,fake
8445.wav,real
8446.wav,fake
8447.wav,fake
8448.wav,real
8449.wav,real
8450.wav,fake
8451.wav,real
8452.wav,real
8453.wav,real
8454.wav,real
8455.wav,fake
8456.wav,fake
8457.wav,real
8458.wav,real
8459.wav,fake
8460.wav,fake
8461.wav,real
8462.wav,fake
8463.wav,real
8464.wav,fake
8465.wav,fake
8466.wav,real
8467.wav,fake
8468.wav,real
8469.wav,fake
8470.wav,real
8471.wav,real
8472.wav,fake
8473.wav,real
8474.wav,real
8475.wav,real
8476.wav,real
8477.wav,real
8478.wav,fake
8479.wav,fake
8480.wav,real
8481.wav,real
8482.wav,real
8483.wav,fake
8484.wav,real
8485.wav,real
8486.wav,real
8487.wav,fake
8488.wav,fake
8489.wav,fake
8490.wav,real
8491.wav,fake
8492.wav,real
8493.wav,real
8494.wav,real
8495.wav,real
8496.wav,fake
8497.wav,fake
8498.wav,real
8499.wav,fake
8500.wav,real
8501.wav,real
8502.wav,fake
8503.wav,real
8504.wav,real
8505.wav,fake
8506.wav,real
8507.wav,real
8508.wav,fake
8509.wav,fake
8510.wav,real
8511.wav,real
8512.wav,fake
8513.wav,fake
8514.wav,real
8515.wav,real
8516.wav,fake
8517.wav,real
8518.wav,fake
8519.wav,real
8520.wav,real
8521.wav,real
8522.wav,real
8523.wav,real
8524.wav,fake
8525.wav,fake
8526.wav,real
8527.wav,real
8528.wav,real
8529.wav,fake
8530.wav,real
8531.wav,fake
8532.wav,real
8533.wav,real
8534.wav,real
8535.wav,real
8536.wav,fake
8537.wav,fake
8538.wav,real
8539.wav,real
8540.wav,fake
8541.wav,real
8542.wav,real
8543.wav,real
8544.wav,fake
8545.wav,fake
8546.wav,real
8547.wav,fake
8548.wav,real
8549.wav,real
8550.wav,fake
8551.wav,fake
8552.wav,real
8553.wav,fake
8554.wav,real
8555.wav,fake
8556.wav,fake
8557.wav,real
8558.wav,real
8559.wav,real
8560.wav,real
8561.wav,real
8562.wav,real
8563.wav,real
8564.wav,real
8565.wav,real
8566.wav,fake
8567.wav,fake
8568.wav,real
8569.wav,real
8570.wav,real
8571.wav,real
8572.wav,real
8573.wav,real
8574.wav,fake
8575.wav,real
8576.wav,real
8577.wav,real
8578.wav,fake
8579.wav,real
8580.wav,fake
8581.wav,fake
8582.wav,fake
8583.wav,real
8584.wav,real
8585.wav,fake
8586.wav,real
8587.wav,real
8588.wav,fake
8589.wav,real
8590.wav,fake
8591.wav,real
8592.wav,real
8593.wav,real
8594.wav,fake
8595.wav,fake
8596.wav,real
8597.wav,real
8598.wav,real
8599.wav,fake
8600.wav,fake
8601.wav,fake
8602.wav,fake
8603.wav,real
8604.wav,real
8605.wav,fake
8606.wav,fake
8607.wav,fake
8608.wav,fake
8609.wav,real
8610.wav,fake
8611.wav,fake
8612.wav,real
8613.wav,real
8614.wav,real
8615.wav,real
8616.wav,real
8617.wav,real
8618.wav,real
8619.wav,real
8620.wav,real
8621.wav,fake
8622.wav,fake
8623.wav,real
8624.wav,real
8625.wav,real
8626.wav,fake
8627.wav,fake
8628.wav,real
8629.wav,real
8630.wav,real
8631.wav,fake
8632.wav,real
8633.wav,real
8634.wav,fake
8635.wav,fake
8636.wav,real
8637.wav,real
8638.wav,fake
8639.wav,fake
8640.wav,fake
8641.wav,fake
8642.wav,fake
8643.wav,real
8644.wav,real
8645.wav,fake
8646.wav,real
8647.wav,real
8648.wav,fake
8649.wav,fake
8650.wav,fake
8651.wav,real
8652.wav,fake
8653.wav,real
8654.wav,fake
8655.wav,fake
8656.wav,real
8657.wav,fake
8658.wav,fake
8659.wav,fake
8660.wav,real
8661.wav,real
8662.wav,real
8663.wav,fake
8664.wav,real
8665.wav,real
8666.wav,real
8667.wav,real
8668.wav,fake
8669.wav,fake
8670.wav,real
8671.wav,real
8672.wav,fake
8673.wav,fake
8674.wav,real
8675.wav,real
8676.wav,real
8677.wav,real
8678.wav,fake
8679.wav,real
8680.wav,fake
8681.wav,real
8682.wav,real
8683.wav,real
8684.wav,fake
8685.wav,real
8686.wav,fake
8687.wav,real
8688.wav,real
8689.wav,real
8690.wav,fake
8691.wav,real
8692.wav,fake
8693.wav,real
8694.wav,fake
8695.wav,fake
8696.wav,fake
8697.wav,fake
8698.wav,real
8699.wav,fake
8700.wav,real
8701.wav,fake
8702.wav,real
8703.wav,real
8704.wav,real
8705.wav,fake
8706.wav,real
8707.wav,fake
8708.wav,real
8709.wav,fake
8710.wav,fake
8711.wav,fake
8712.wav,real
8713.wav,real
8714.wav,fake
8715.wav,real
8716.wav,real
8717.wav,real
8718.wav,fake
8719.wav,real
8720.wav,fake
8721.wav,fake
8722.wav,real
8723.wav,real
8724.wav,real
8725.wav,real
8726.wav,fake
8727.wav,real
8728.wav,real
8729.wav,fake
8730.wav,real
8731.wav,fake
8732.wav,real
8733.wav,fake
8734.wav,fake
8735.wav,real
8736.wav,fake
8737.wav,real
8738.wav,real
8739.wav,real
8740.wav,fake
8741.wav,fake
8742.wav,real
8743.wav,real
8744.wav,fake
8745.wav,real
8746.wav,real
8747.wav,fake
8748.wav,real
8749.wav,fake
8750.wav,real
8751.wav,fake
8752.wav,fake
8753.wav,real
8754.wav,fake
8755.wav,real
8756.wav,real
8757.wav,real
8758.wav,fake
8759.wav,fake
8760.wav,real
8761.wav,real
8762.wav,real
8763.wav,fake
8764.wav,real
8765.wav,fake
8766.wav,fake
8767.wav,fake
8768.wav,real
8769.wav,real
8770.wav,fake
8771.wav,real
8772.wav,real
8773.wav,real
8774.wav,real
8775.wav,real
8776.wav,real
8777.wav,fake
8778.wav,fake
8779.wav,fake
8780.wav,fake
8781.wav,fake
8782.wav,fake
8783.wav,fake
8784.wav,real
8785.wav,fake
8786.wav,fake
8787.wav,fake
8788.wav,real
8789.wav,real
8790.wav,real
8791.wav,fake
8792.wav,real
8793.wav,real
8794.wav,fake
8795.wav,real
8796.wav,fake
8797.wav,fake
8798.wav,fake
8799.wav,fake
8800.wav,real
8801.wav,real
8802.wav,fake
8803.wav,fake
8804.wav,fake
8805.wav,real
8806.wav,real
8807.wav,real
8808.wav,real
8809.wav,fake
8810.wav,fake
8811.wav,real
8812.wav,real
8813.wav,real
8814.wav,real
8815.wav,fake
8816.wav,fake
8817.wav,fake
8818.wav,real
8819.wav,real
8820.wav,fake
8821.wav,fake
8822.wav,fake
8823.wav,real
8824.wav,real
8825.wav,real
8826.wav,real
8827.wav,real
8828.wav,real
8829.wav,real
8830.wav,fake
8831.wav,real
8832.wav,fake
8833.wav,fake
8834.wav,fake
8835.wav,fake
8836.wav,real
8837.wav,fake
8838.wav,fake
8839.wav,fake
8840.wav,real
8841.wav,real
8842.wav,fake
8843.wav,fake
8844.wav,fake
8845.wav,real
8846.wav,real
8847.wav,real
8848.wav,real
8849.wav,real
8850.wav,real
8851.wav,fake
8852.wav,real
8853.wav,fake
8854.wav,real
8855.wav,real
8856.wav,fake
8857.wav,fake
8858.wav,real
8859.wav,fake
8860.wav,real
8861.wav,real
8862.wav,real
8863.wav,real
8864.wav,real
8865.wav,real
8866.wav,real
8867.wav,real
8868.wav,fake
8869.wav,real
8870.wav,fake
8871.wav,real
8872.wav,real
8873.wav,real
8874.wav,fake
8875.wav,fake
8876.wav,fake
8877.wav,fake
8878.wav,real
8879.wav,real
8880.wav,real
8881.wav,real
8882.wav,real
8883.wav,real
8884.wav,real
8885.wav,real
8886.wav,fake
8887.wav,real
8888.wav,real
8889.wav,real
8890.wav,fake
8891.wav,real
8892.wav,fake
8893.wav,real
8894.wav,fake
8895.wav,real
8896.wav,fake
8897.wav,real
8898.wav,real
8899.wav,real
8900.wav,real
8901.wav,fake
8902.wav,fake
8903.wav,fake
8904.wav,real
8905.wav,real
8906.wav,fake
8907.wav,real
8908.wav,real
8909.wav,real
8910.wav,real
8911.wav,fake
8912.wav,fake
8913.wav,real
8914.wav,real
8915.wav,fake
8916.wav,real
8917.wav,fake
8918.wav,fake
8919.wav,fake
8920.wav,real
8921.wav,real
8922.wav,real
8923.wav,real
8924.wav,fake
8925.wav,fake
8926.wav,real
8927.wav,real
8928.wav,fake
8929.wav,real
8930.wav,real
8931.wav,real
8932.wav,real
8933.wav,real
8934.wav,real
8935.wav,fake
8936.wav,real
8937.wav,fake
8938.wav,real
8939.wav,fake
8940.wav,real
8941.wav,fake
8942.wav,real
8943.wav,fake
8944.wav,real
8945.wav,real
8946.wav,real
8947.wav,fake
8948.wav,real
8949.wav,fake
8950.wav,real
8951.wav,real
8952.wav,real
8953.wav,real
8954.wav,real
8955.wav,real
8956.wav,real
8957.wav,real
8958.wav,real
8959.wav,real
8960.wav,fake
8961.wav,real
8962.wav,fake
8963.wav,real
8964.wav,real
8965.wav,real
8966.wav,fake
8967.wav,fake
8968.wav,real
8969.wav,fake
8970.wav,fake
8971.wav,real
8972.wav,real
8973.wav,real
8974.wav,fake
8975.wav,fake
8976.wav,real
8977.wav,real
8978.wav,real
8979.wav,real
8980.wav,real
8981.wav,real
8982.wav,real
8983.wav,real
8984.wav,real
8985.wav,real
8986.wav,fake
8987.wav,real
8988.wav,real
8989.wav,fake
8990.wav,real
8991.wav,fake
8992.wav,real
8993.wav,fake
8994.wav,real
8995.wav,real
8996.wav,fake
8997.wav,real
8998.wav,real
8999.wav,real
9000.wav,fake
9001.wav,real
9002.wav,real
9003.wav,fake
9004.wav,fake
9005.wav,real
9006.wav,real
9007.wav,fake
9008.wav,real
9009.wav,real
9010.wav,real
9011.wav,fake
9012.wav,fake
9013.wav,fake
9014.wav,real
9015.wav,real
9016.wav,fake
9017.wav,fake
9018.wav,fake
9019.wav,real
9020.wav,fake
9021.wav,real
9022.wav,real
9023.wav,real
9024.wav,fake
9025.wav,fake
9026.wav,real
9027.wav,real
9028.wav,real
9029.wav,real
9030.wav,real
9031.wav,fake
9032.wav,real
9033.wav,real
9034.wav,fake
9035.wav,real
9036.wav,fake
9037.wav,real
9038.wav,real
9039.wav,real
9040.wav,fake
9041.wav,real
9042.wav,real
9043.wav,real
9044.wav,real
9045.wav,real
9046.wav,real
9047.wav,real
9048.wav,real
9049.wav,fake
9050.wav,fake
9051.wav,fake
9052.wav,fake
9053.wav,fake
9054.wav,real
9055.wav,real
9056.wav,real
9057.wav,real
9058.wav,fake
9059.wav,fake
9060.wav,real
9061.wav,fake
9062.wav,real
9063.wav,real
9064.wav,real
9065.wav,real
9066.wav,real
9067.wav,real
9068.wav,real
9069.wav,real
9070.wav,fake
9071.wav,fake
9072.wav,real
9073.wav,real
9074.wav,real
9075.wav,real
9076.wav,real
9077.wav,fake
9078.wav,real
9079.wav,fake
9080.wav,real
9081.wav,real
9082.wav,fake
9083.wav,real
9084.wav,fake
9085.wav,fake
9086.wav,fake
9087.wav,real
9088.wav,fake
9089.wav,real
9090.wav,fake
9091.wav,real
9092.wav,real
9093.wav,real
9094.wav,real
9095.wav,real
9096.wav,fake
9097.wav,real
9098.wav,real
9099.wav,real
9100.wav,real
9101.wav,real
9102.wav,real
9103.wav,real
9104.wav,real
9105.wav,fake
9106.wav,real
9107.wav,real
9108.wav,fake
9109.wav,real
9110.wav,real
9111.wav,fake
9112.wav,fake
9113.wav,real
9114.wav,real
9115.wav,real
9116.wav,real
9117.wav,real
9118.wav,real
9119.wav,fake
9120.wav,real
9121.wav,fake
9122.wav,real
9123.wav,real
9124.wav,fake
9125.wav,real
9126.wav,real
9127.wav,real
9128.wav,real
9129.wav,fake
9130.wav,fake
9131.wav,fake
9132.wav,real
9133.wav,real
9134.wav,fake
9135.wav,real
9136.wav,real
9137.wav,real
9138.wav,real
9139.wav,real
9140.wav,real
9141.wav,real
9142.wav,fake
9143.wav,real
9144.wav,real
9145.wav,real
9146.wav,real
9147.wav,fake
9148.wav,real
9149.wav,fake
9150.wav,fake
9151.wav,fake
9152.wav,real
9153.wav,fake
9154.wav,fake
9155.wav,real
9156.wav,real
9157.wav,real
9158.wav,fake
9159.wav,fake
9160.wav,fake
9161.wav,real
9162.wav,fake
9163.wav,fake
9164.wav,fake
9165.wav,real
9166.wav,fake
9167.wav,real
9168.wav,fake
9169.wav,real
9170.wav,fake
9171.wav,fake
9172.wav,fake
9173.wav,fake
9174.wav,fake
9175.wav,real
9176.wav,real
9177.wav,fake
9178.wav,fake
9179.wav,real
9180.wav,fake
9181.wav,fake
9182.wav,real
9183.wav,real
9184.wav,real
9185.wav,real
9186.wav,real
9187.wav,real
9188.wav,real
9189.wav,real
9190.wav,real
9191.wav,fake
9192.wav,real
9193.wav,real
9194.wav,fake
9195.wav,real
9196.wav,real
9197.wav,fake
9198.wav,real
9199.wav,real
9200.wav,real
9201.wav,real
9202.wav,real
9203.wav,real
9204.wav,real
9205.wav,fake
9206.wav,real
9207.wav,fake
9208.wav,fake
9209.wav,real
9210.wav,fake
9211.wav,real
9212.wav,real
9213.wav,fake
9214.wav,real
9215.wav,real
9216.wav,real
9217.wav,real
9218.wav,fake
9219.wav,fake
9220.wav,real
9221.wav,fake
9222.wav,fake
9223.wav,real
9224.wav,real
9225.wav,real
9226.wav,real
9227.wav,real
9228.wav,real
9229.wav,fake
9230.wav,fake
9231.wav,real
9232.wav,real
9233.wav,real
9234.wav,real
9235.wav,real
9236.wav,real
9237.wav,fake
9238.wav,real
9239.wav,real
9240.wav,real
9241.wav,fake
9242.wav,fake
9243.wav,real
9244.wav,real
9245.wav,real
9246.wav,real
9247.wav,real
9248.wav,real
9249.wav,fake
9250.wav,real
9251.wav,real
9252.wav,real
9253.wav,fake
9254.wav,fake
9255.wav,real
9256.wav,real
9257.wav,fake
9258.wav,fake
9259.wav,real
9260.wav,real
9261.wav,real
9262.wav,fake
9263.wav,real
9264.wav,fake
9265.wav,real
9266.wav,real
9267.wav,fake
9268.wav,fake
9269.wav,real
9270.wav,fake
9271.wav,real
9272.wav,fake
9273.wav,real
9274.wav,real
9275.wav,real
9276.wav,real
9277.wav,fake
9278.wav,fake
9279.wav,real
9280.wav,fake
9281.wav,real
9282.wav,real
9283.wav,real
9284.wav,real
9285.wav,fake
9286.wav,real
9287.wav,real
9288.wav,fake
9289.wav,real
9290.wav,fake
9291.wav,fake
9292.wav,real
9293.wav,real
9294.wav,real
9295.wav,real
9296.wav,real
9297.wav,real
9298.wav,real
9299.wav,fake
9300.wav,real
9301.wav,real
9302.wav,real
9303.wav,real
9304.wav,fake
9305.wav,fake
9306.wav,fake
9307.wav,real
9308.wav,real
9309.wav,fake
9310.wav,fake
9311.wav,fake
9312.wav,fake
9313.wav,real
9314.wav,real
9315.wav,fake
9316.wav,fake
9317.wav,real
9318.wav,fake
9319.wav,real
9320.wav,real
9321.wav,fake
9322.wav,real
9323.wav,real
9324.wav,fake
9325.wav,fake
9326.wav,real
9327.wav,fake
9328.wav,fake
9329.wav,fake
9330.wav,real
9331.wav,real
9332.wav,real
9333.wav,real
9334.wav,fake
9335.wav,real
9336.wav,real
9337.wav,real
9338.wav,real
9339.wav,fake
9340.wav,fake
9341.wav,real
9342.wav,real
9343.wav,fake
9344.wav,real
9345.wav,fake
9346.wav,real
9347.wav,real
9348.wav,real
9349.wav,real
9350.wav,real
9351.wav,real
9352.wav,real
9353.wav,real
9354.wav,fake
9355.wav,fake
9356.wav,real
9357.wav,fake
9358.wav,fake
9359.wav,real
9360.wav,real
9361.wav,real
9362.wav,real
9363.wav,fake
9364.wav,real
9365.wav,fake
9366.wav,fake
9367.wav,real
9368.wav,real
9369.wav,fake
9370.wav,fake
9371.wav,fake
9372.wav,real
9373.wav,fake
9374.wav,real
9375.wav,real
9376.wav,real
9377.wav,fake
9378.wav,real
9379.wav,real
9380.wav,fake
9381.wav,real
9382.wav,real
9383.wav,real
9384.wav,real
9385.wav,real
9386.wav,fake
9387.wav,real
9388.wav,real
9389.wav,fake
9390.wav,fake
9391.wav,real
9392.wav,real
9393.wav,fake
9394.wav,real
9395.wav,fake
9396.wav,real
9397.wav,real
9398.wav,fake
9399.wav,fake
9400.wav,fake
9401.wav,real
9402.wav,real
9403.wav,real
9404.wav,real
9405.wav,fake
9406.wav,real
9407.wav,real
9408.wav,fake
9409.wav,fake
9410.wav,fake
9411.wav,fake
9412.wav,real
9413.wav,real
9414.wav,real
9415.wav,real
9416.wav,real
9417.wav,real
9418.wav,real
9419.wav,fake
9420.wav,fake
9421.wav,real
9422.wav,real
9423.wav,fake
9424.wav,fake
9425.wav,fake
9426.wav,fake
9427.wav,real
9428.wav,real
9429.wav,real
9430.wav,real
9431.wav,real
9432.wav,real
9433.wav,real
9434.wav,real
9435.wav,fake
9436.wav,real
9437.wav,real
9438.wav,fake
9439.wav,real
9440.wav,fake
9441.wav,fake
9442.wav,real
9443.wav,real
9444.wav,real
9445.wav,real
9446.wav,real
9447.wav,real
9448.wav,fake
9449.wav,real
9450.wav,real
9451.wav,fake
9452.wav,real
9453.wav,fake
9454.wav,real
9455.wav,real
9456.wav,real
9457.wav,real
9458.wav,fake
9459.wav,real
9460.wav,real
9461.wav,real
9462.wav,real
9463.wav,real
9464.wav,fake
9465.wav,real
9466.wav,fake
9467.wav,fake
9468.wav,real
9469.wav,fake
9470.wav,real
9471.wav,fake
9472.wav,fake
9473.wav,fake
9474.wav,real
9475.wav,real
9476.wav,fake
9477.wav,fake
9478.wav,real
9479.wav,real
9480.wav,real
9481.wav,fake
9482.wav,real
9483.wav,fake
9484.wav,fake
9485.wav,fake
9486.wav,real
9487.wav,fake
9488.wav,fake
9489.wav,real
9490.wav,fake
9491.wav,real
9492.wav,real
9493.wav,fake
9494.wav,real
9495.wav,real
9496.wav,real
9497.wav,fake
9498.wav,real
9499.wav,real
9500.wav,real
9501.wav,real
9502.wav,real
9503.wav,real
9504.wav,real
9505.wav,fake
9506.wav,real
9507.wav,fake
9508.wav,real
9509.wav,fake
9510.wav,fake
9511.wav,real
9512.wav,real
9513.wav,real
9514.wav,real
9515.wav,fake
9516.wav,real
9517.wav,real
9518.wav,real
9519.wav,fake
9520.wav,real
9521.wav,fake
9522.wav,fake
9523.wav,fake
9524.wav,fake
9525.wav,fake
9526.wav,real
9527.wav,fake
9528.wav,real
9529.wav,real
9530.wav,real
9531.wav,fake
9532.wav,real
9533.wav,real
9534.wav,fake
9535.wav,real
9536.wav,real
9537.wav,fake
9538.wav,fake
9539.wav,real
9540.wav,fake
9541.wav,fake
9542.wav,real
9543.wav,real
9544.wav,real
9545.wav,real
9546.wav,real
9547.wav,fake
9548.wav,fake
9549.wav,real
9550.wav,real
9551.wav,fake
9552.wav,real
9553.wav,real
9554.wav,real
9555.wav,real
9556.wav,real
9557.wav,real
9558.wav,fake
9559.wav,fake
9560.wav,real
9561.wav,real
9562.wav,real
9563.wav,fake
9564.wav,fake
9565.wav,real
9566.wav,fake
9567.wav,real
9568.wav,fake
9569.wav,fake
9570.wav,real
9571.wav,real
9572.wav,real
9573.wav,real
9574.wav,fake
9575.wav,real
9576.wav,real
9577.wav,fake
9578.wav,fake
9579.wav,real
9580.wav,real
9581.wav,real
9582.wav,real
9583.wav,real
9584.wav,fake
9585.wav,real
9586.wav,fake
9587.wav,fake
9588.wav,real
9589.wav,fake
9590.wav,fake
9591.wav,real
9592.wav,fake
9593.wav,fake
9594.wav,fake
9595.wav,real
9596.wav,real
9597.wav,fake
9598.wav,fake
9599.wav,real
9600.wav,real
9601.wav,real
9602.wav,real
9603.wav,real
9604.wav,fake
9605.wav,real
9606.wav,real
9607.wav,real
9608.wav,real
9609.wav,real
9610.wav,real
9611.wav,fake
9612.wav,real
9613.wav,real
9614.wav,real
9615.wav,real
9616.wav,real
9617.wav,fake
9618.wav,fake
9619.wav,fake
9620.wav,fake
9621.wav,real
9622.wav,fake
9623.wav,real
9624.wav,real
9625.wav,real
9626.wav,real
9627.wav,real
9628.wav,fake
9629.wav,real
9630.wav,fake
9631.wav,real
9632.wav,real
9633.wav,real
9634.wav,real
9635.wav,real
9636.wav,real
9637.wav,real
9638.wav,real
9639.wav,real
9640.wav,real
9641.wav,fake
9642.wav,fake
9643.wav,real
9644.wav,real
9645.wav,fake
9646.wav,real
9647.wav,real
9648.wav,real
9649.wav,real
9650.wav,real
9651.wav,real
9652.wav,fake
9653.wav,real
9654.wav,real
9655.wav,real
9656.wav,real
9657.wav,real
9658.wav,real
9659.wav,real
9660.wav,real
9661.wav,fake
9662.wav,real
9663.wav,fake
9664.wav,real
9665.wav,real
9666.wav,real
9667.wav,real
9668.wav,real
9669.wav,real
9670.wav,real
9671.wav,real
9672.wav,fake
9673.wav,fake
9674.wav,fake
9675.wav,fake
9676.wav,real
9677.wav,real
9678.wav,fake
9679.wav,fake
9680.wav,fake
9681.wav,fake
9682.wav,real
9683.wav,real
9684.wav,real
9685.wav,real
9686.wav,real
9687.wav,real
9688.wav,real
9689.wav,real
9690.wav,real
9691.wav,fake
9692.wav,fake
9693.wav,fake
9694.wav,real
9695.wav,real
9696.wav,real
9697.wav,real
9698.wav,real
9699.wav,real
9700.wav,real
9701.wav,real
9702.wav,real
9703.wav,fake
9704.wav,real
9705.wav,fake
9706.wav,real
9707.wav,real
9708.wav,real
9709.wav,real
9710.wav,fake
9711.wav,real
9712.wav,real
9713.wav,fake
9714.wav,fake
9715.wav,fake
9716.wav,fake
9717.wav,real
9718.wav,real
9719.wav,real
9720.wav,real
9721.wav,fake
9722.wav,fake
9723.wav,fake
9724.wav,real
9725.wav,real
9726.wav,fake
9727.wav,fake
9728.wav,real
9729.wav,real
9730.wav,real
9731.wav,real
9732.wav,real
9733.wav,real
9734.wav,real
9735.wav,real
9736.wav,real
9737.wav,real
9738.wav,real
9739.wav,real
9740.wav,real
9741.wav,fake
9742.wav,real
9743.wav,fake
9744.wav,real
9745.wav,real
9746.wav,real
9747.wav,real
9748.wav,fake
9749.wav,fake
9750.wav,fake
9751.wav,fake
9752.wav,real
9753.wav,real
9754.wav,real
9755.wav,real
9756.wav,fake
9757.wav,fake
9758.wav,real
9759.wav,real
9760.wav,fake
9761.wav,real
9762.wav,fake
9763.wav,fake
9764.wav,real
9765.wav,fake
9766.wav,real
9767.wav,fake
9768.wav,real
9769.wav,fake
9770.wav,fake
9771.wav,fake
9772.wav,fake
9773.wav,real
9774.wav,real
9775.wav,real
9776.wav,fake
9777.wav,fake
9778.wav,real
9779.wav,real
9780.wav,fake
9781.wav,real
9782.wav,real
9783.wav,real
9784.wav,fake
9785.wav,real
9786.wav,real
9787.wav,real
9788.wav,real
9789.wav,fake
9790.wav,real
9791.wav,real
9792.wav,fake
9793.wav,real
9794.wav,real
9795.wav,real
9796.wav,real
9797.wav,fake
9798.wav,fake
9799.wav,real
9800.wav,real
9801.wav,real
9802.wav,real
9803.wav,fake
9804.wav,fake
9805.wav,real
9806.wav,real
9807.wav,real
9808.wav,real
9809.wav,real
9810.wav,fake
9811.wav,real
9812.wav,real
9813.wav,fake
9814.wav,fake
9815.wav,fake
9816.wav,real
9817.wav,fake
9818.wav,real
9819.wav,real
9820.wav,fake
9821.wav,real
9822.wav,fake
9823.wav,fake
9824.wav,real
9825.wav,real
9826.wav,real
9827.wav,real
9828.wav,fake
9829.wav,real
9830.wav,real
9831.wav,fake
9832.wav,fake
9833.wav,real
9834.wav,fake
9835.wav,real
9836.wav,fake
9837.wav,fake
9838.wav,fake
9839.wav,fake
9840.wav,real
9841.wav,real
9842.wav,real
9843.wav,fake
9844.wav,fake
9845.wav,real
9846.wav,fake
9847.wav,real
9848.wav,fake
9849.wav,fake
9850.wav,real
9851.wav,fake
9852.wav,real
9853.wav,real
9854.wav,real
9855.wav,real
9856.wav,real
9857.wav,real
9858.wav,real
9859.wav,fake
9860.wav,real
9861.wav,fake
9862.wav,real
9863.wav,real
9864.wav,real
9865.wav,real
9866.wav,real
9867.wav,real
9868.wav,real
9869.wav,fake
9870.wav,real
9871.wav,real
9872.wav,real
9873.wav,fake
9874.wav,real
9875.wav,real
9876.wav,fake
9877.wav,real
9878.wav,fake
9879.wav,fake
9880.wav,fake
9881.wav,fake
